genres,spoken_languages,title,vote_average
"['Drama', 'Thriller', 'War']",['English'],Burn Country,5.3
"['Action', 'Animation', 'Adventure', 'Comedy']",['日本語'],One Piece Film: GOLD,7.3
"['Horror', 'Action', 'Thriller']",['English'],The Zero Boys,5.3
['Comedy'],['English'],"Dana Carvey: Straight White Male, 60",6.6
['Documentary'],['English'],Bright Lights: Starring Carrie Fisher and Debbie Reynolds,7.4
"['Action', 'Drama', 'Crime', 'Thriller']","['English', 'Italiano']",Trespass Against Us,6.0
"['Crime', 'Action']",['한국어/조선말'],Master,7.0
[],[],The Perfect Physique,5.5
['Drama'],['English'],Claire in Motion,4.9
"['Family', 'Drama']","['English', '普通话']",Homerun,5.5
"['Documentary', 'War']","['العربية', 'English']",The White Helmets,7.9
"['Western', 'Action']",['English'],The Miracle Rider,4.0
['Action'],['English'],The Phantom,0.0
"['Thriller', 'Action']",['English'],Angelfist,6.0
"['Action', 'Thriller', 'War']",['English'],Kill Zone,1.0
['Fantasy'],[],Dune Warriors,3.3
['Comedy'],['English'],Eddie Griffin: You Can Tell 'Em I Said It,6.4
"['Action', 'Adventure', 'Science Fiction']",['English'],The Sisterhood,3.5
"['Action', 'Adventure', 'Science Fiction']",['English'],Equalizer 2000,4.5
"['Action', 'Drama', 'Crime']",['English'],Silk,4.3
"['Action', 'Adventure', 'Science Fiction']",['English'],Wheels of Fire,5.1
['Action'],[],Bloodfist 2050,2.7
['Documentary'],[],How to Win the US Presidency,0.0
"['History', 'Documentary']",[],Hitler's Olympics,0.0
['Comedy'],['English'],The Sklar Brothers: What Are We Talking About?,4.0
['Documentary'],['English'],All Work All Play: The Pursuit of eSports Glory Live,5.9
"['Comedy', 'TV Movie']",['English'],Demetri Martin. Person.,6.9
['Comedy'],[],Them Idiots: Whirled Tour,6.9
"['Adventure', 'Family', 'Fantasy']",['Pусский'],Mama,5.8
"['Fantasy', 'Comedy', 'Adventure']",['Français'],The Secret of Arkandias,5.6
['Comedy'],['Français'],Hallelujah!,5.5
['Drama'],"['English', 'Deutsch', 'עִבְרִית', 'Polski']",Past Life,8.0
['Documentary'],"['Bahasa melayu', '普通话', 'English']",Singapore GaGa,0.0
"['Family', 'Crime']","['English', 'Français', 'Deutsch']",Coin Heist,5.1
['Drama'],['English'],I'm Not Ashamed,7.0
"['Romance', 'Comedy']",['English'],A Cinderella Christmas,6.4
"['Thriller', 'Science Fiction']",['English'],Rupture,5.5
"['Thriller', 'Crime']",['हिन्दी'],Buddha in a Traffic Jam,5.0
['Comedy'],['English'],The Young Offenders,7.5
['Documentary'],[],Best and Most Beautiful Things,6.0
"['Horror', 'Mystery']",['Español'],Purgatory,5.3
"['TV Movie', 'Romance']","['English', 'Italiano']",Wedding Bells,5.5
"['Drama', 'TV Movie', 'Romance']",['English'],Tulips in Spring,5.1
"['TV Movie', 'Romance']",['English'],Summer Love,6.1
['Family'],['English'],Christmas Land,6.7
"['Family', 'Drama', 'Comedy']",['English'],A Christmas Wish,5.9
"['Comedy', 'Drama', 'Music']",['Español'],Tini: The New Life of Violetta,6.8
"['Drama', 'Romance']",['English'],Christmas Belle,5.8
"['Fantasy', 'Romance', 'Family']",['Český'],The Third Prince,5.3
"['Fantasy', 'Family']",['Slovenčina'],The Salt Prince,5.1
"['Comedy', 'Drama', 'Romance']",['English'],Christmas Angel,6.5
"['Comedy', 'Drama', 'Romance']",['English'],Christmas in Boston,5.5
"['Romance', 'Comedy']",['English'],Summer in the City,5.0
"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",['English'],Marvel One-Shot: Agent Carter,7.5
['Romance'],[],Cup of Love,2.0
"['Romance', 'TV Movie']",['Français'],A Prince for Christmas,6.1
['Family'],['English'],Lea to the Rescue,5.4
"['TV Movie', 'Comedy', 'Family', 'Fantasy', 'Romance']","['English', 'Français']",The Good Witch's Garden,5.8
"['Drama', 'Family', 'Fantasy']",['English'],The Good Witch's Gift,5.5
['Romance'],['English'],Advance & Retreat,6.7
"['Science Fiction', 'Fantasy']",['English'],Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,7.0
"['Romance', 'TV Movie']",['English'],A December Bride,5.9
"['Romance', 'Comedy']",['English'],Girlfriends of Christmas Past,0.0
"['Drama', 'Family', 'TV Movie', 'Romance']",['English'],A Nutcracker Christmas,6.2
"['Comedy', 'Romance', 'TV Movie']",['English'],The Mistletoe Promise,6.5
[],['English'],Late Bloomer,6.7
"['TV Movie', 'Romance']",[],Sleigh Bells Ring,5.7
"['Drama', 'TV Movie']",[],After the Fall,6.0
['Drama'],['English'],Lucky Girl,6.0
"['War', 'Action', 'Drama']",['Norsk'],The King's Choice,6.6
['Horror'],['English'],Rings,4.8
['Action'],['普通话'],Sword Master,6.8
[],['English'],The Secret of Blood Island,0.0
"['Music', 'Documentary']",['English'],Beautiful Noise,6.6
[],['English'],Special Delivery,7.3
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",['English'],Ferocious Planet,3.8
"['Family', 'Drama']","['العربية', 'svenska']",We Can Be Heroes!,3.3
[],"['English', 'Afrikaans', 'isiZulu']",Max and Mona,8.0
['Crime'],['svenska'],Beck 06 - Monstret,5.0
"['Action', 'TV Movie', 'Family', 'Adventure']",['English'],Bejewelled,0.0
"['Comedy', 'Drama']",['svenska'],Bokhandlaren som slutade bada,6.0
['Drama'],['svenska'],Födelsedagen,0.0
"['Comedy', 'Drama']",['svenska'],Gossip,3.0
"['Animation', 'Fantasy', 'Mystery']",['日本語'],Kizumonogatari Part 2: Nekketsu,8.9
"['Crime', 'Drama', 'Thriller']",['Español'],Cadena perpetua,7.3
"['Foreign', 'Drama', 'Romance']",['Magyar'],25 Fireman's Street,5.0
"['Drama', 'Fantasy']",['Pусский'],Zvenigora,7.8
['Drama'],['English'],Perry Mason: The Case of the Telltale Talk Show Host,6.0
"['Thriller', 'Horror', 'Drama']",['한국어/조선말'],Innocent Thing,6.9
"['Action', 'Thriller', 'Crime']",['English'],Terminal Island,6.0
"['Drama', 'Horror']",['Português'],Hard Labor,4.5
"['Drama', 'Thriller']","['English', 'Deutsch']",Perry Mason: The Case of the Killer Kiss,6.0
"['Drama', 'Comedy']",['Português'],The Machine,6.9
"['Drama', 'Comedy', 'Romance']",['Nederlands'],Gooische Vrouwen 2,5.8
['Drama'],['Nederlands'],Vipers Nest,5.2
"['Drama', 'Horror']",['Français'],Raw,7.0
"['Comedy', 'Romance']",['한국어/조선말'],You Are My Pet,6.1
['Thriller'],['English'],Clinical,5.4
"['Drama', 'Thriller']",['Polski'],In the Name of...,6.4
"['Drama', 'Thriller']",['English'],Teenage Cocktail,5.8
"['Drama', 'Thriller']",['English'],Perry Mason: The Case of the Wicked Wives,7.0
['Comedy'],[],The Big Swallow,5.9
['Drama'],['English'],Sold,7.2
['Animation'],[],Fin'n Catty,5.5
"['Comedy', 'Animation']",['English'],Fresh Hare,7.3
['Comedy'],['English'],Joe Rogan: Live,6.1
"['Adventure', 'Family']",['English'],Legends of the Hidden Temple,7.7
"['Drama', 'Horror', 'Fantasy']",['Español'],We Are the Flesh,6.0
[],"['English', 'Español']",You're Killing Me Susana,5.1
['Comedy'],['English'],The Black Sheep of Whitehall,10.0
"['Mystery', 'Crime']",[],A Perry Mason Mystery: The Case of the Grimacing Governor,8.0
['Mystery'],['English'],A Perry Mason Mystery: The Case of the Jealous Jokester,7.3
['Comedy'],['Português'],"Basic Sanitation, the Movie",7.0
['Drama'],"['हिन्दी', 'English']","Margarita, with a Straw",6.6
[],[],The Bosses,8.0
['Comedy'],['English'],Jim Gaffigan: King Baby,7.5
['Comedy'],['English'],Jim Gaffigan: Cinco,7.6
"['Documentary', 'Drama']","['English', 'Español']",Mala Mala,7.0
[],[],Isabella Rossellini's Green Porno Live,0.0
"['Drama', 'Comedy']","['العربية', 'English', 'Français', 'Norsk', 'Kiswahili']",Welcome to Norway,5.8
['Comedy'],['English'],"Munster, Go Home!",5.7
[],['English'],Men Go to Battle,5.3
['Drama'],['Français'],Staying Vertical,5.4
['Crime'],[],Very Big Shot,8.0
"['Crime', 'Thriller']",['English'],The Crash,5.2
"['Drama', 'Horror', 'Science Fiction']",['English'],Don't Grow Up,4.3
"['Animation', 'Fantasy', 'Mystery']",['日本語'],Kizumonogatari Part 3: Reiketsu,9.4
"['TV Movie', 'Drama', 'Family']",['English'],Promise,0.0
['Comedy'],['Português'],My Mom Is a Character 2,7.8
['Comedy'],['Deutsch'],Scrappin',5.4
['Comedy'],[],The Unemployment Club,0.0
"['Crime', 'Comedy']","['Deutsch', '']",Troublemaker,0.0
[],['Magyar'],Hotel Magnezit,5.0
['Documentary'],['English'],The London Nobody Knows,5.5
[],['No Language'],Tunneling the English Channel,7.5
['Drama'],['Polski'],Afterimage,6.8
"['Drama', 'History', 'Crime', 'Mystery', 'Thriller']",['Polski'],I'm a Killer,7.6
"['Mystery', 'Drama', 'Crime']","['Český', 'English', 'Magyar']",Maigret's Dead Man,6.7
"['Thriller', 'Adventure', 'Science Fiction', 'Mystery']",['English'],ISRA 88,5.0
"['Thriller', 'Action', 'Crime']","['English', 'Italiano']",John Wick: Chapter 2,6.7
"['Mystery', 'Thriller', 'Horror']",['English'],Get Out,7.2
"['Action', 'Drama', 'Science Fiction']","['English', 'Español']",Logan,7.6
"['Action', 'Adventure', 'Fantasy']",['English'],Kong: Skull Island,6.2
"['Comedy', 'Fantasy', 'Horror', 'Science Fiction']",['English'],Strange Frequency,4.0
"['Crime', 'Drama', 'Thriller']",['English'],City of Tiny Lights,6.0
"['Crime', 'Drama']","['български език', 'English']",T2 Trainspotting,7.1
"['Fantasy', 'Drama']",['No Language'],The Land Beyond the Sunset,7.0
"['Animation', 'Foreign']",['Español'],Ánima Buenos Aires,4.3
"['Drama', 'Documentary', 'Family']",[],Every Second Counts,6.0
"['Adventure', 'Documentary', 'Science Fiction']",['English'],Passage to Mars,4.8
['Science Fiction'],['English'],Science Fiction Volume One: The Osiris Child,5.4
"['Action', 'Science Fiction', 'Thriller']",['English'],MindGamers,6.0
"['Documentary', 'Comedy', 'TV Movie']",['English'],George Carlin: Playin' with Your Head,7.1
"['Mystery', 'Crime', 'TV Movie', 'Horror']",['English'],Murder by Natural Causes,0.0
"['Mystery', 'Drama', 'Thriller']",['English'],Before I Fall,6.8
"['Action', 'Horror', 'Thriller']",['English'],The Belko Experiment,6.1
['Comedy'],['日本語'],A Sun-Tribe Myth from the Bakumatsu Era,5.0
"['Romance', 'Drama']",['Español'],Tear This Heart Out,6.9
['Animation'],"['English', 'Deutsch']","Trenk, the Little Knight",6.0
[],[],Unbreakable: The Western States 100,7.8
['Drama'],['ελληνικά'],Νόμος 4000,9.0
"['Romance', 'Comedy']",['ελληνικά'],tzeni tzeni,8.5
['Drama'],['ελληνικά'],The Red Lanterns,8.3
['Comedy'],['ελληνικά'],Mia trelli... trelli oikogeneia,7.0
[],['ελληνικά'],Miss Director,7.1
"['Drama', 'Comedy']",['ελληνικά'],The Hurdy-Gurdy,8.0
"['Horror', 'Thriller']",['English'],Be My Cat: A Film for Anne,6.9
['Drama'],['English'],Jet Boy,7.2
['Horror'],['English'],Day of the Reaper,0.0
"['Drama', 'Horror', 'Romance', 'Foreign']","['Deutsch', '日本語']",Kaidan,5.7
"['Foreign', 'Horror', 'Thriller']",['Bahasa indonesia'],Macabre,6.4
"['Drama', 'Thriller']",['日本語'],The Booth,8.5
"['Comedy', 'Drama', 'Romance']","['English', 'اردو']",The Big Sick,7.7
"['Drama', 'Comedy']",['English'],Ingrid Goes West,7.6
"['Comedy', 'Crime', 'Drama', 'Thriller']",['English'],I Don't Feel at Home in This World Anymore,6.5
['Documentary'],[],Falling Cat,6.0
"['Comedy', 'Drama']",['Français'],Chocolat,7.0
"['Family', 'Adventure', 'Drama']",['English'],George's Island,8.0
[],[],The Case of: JonBenét Ramsey,7.0
[],[],The Love of Ulysses,0.0
"['Action', 'Drama', 'Fantasy']","['English', 'ภาษาไทย']",King Arthur: Legend of the Sword,6.5
"['Music', 'Documentary']","['Português', 'English', 'Español']",The Rolling Stones Olé Olé Olé! : A Trip Across Latin America,8.0
"['Action', 'Thriller']","['English', 'Bahasa indonesia', 'Português', 'Español']",Headshot,6.4
['Drama'],['English'],100 Streets,6.2
"['Horror', 'Thriller']",['English'],Incarnate,5.1
['Drama'],['Türkçe'],Dog,8.4
"['Science Fiction', 'Thriller']",['English'],Saturn 3,5.3
[],['English'],For Love or Money,0.0
"['Family', 'Fantasy', 'Romance']",['English'],Beauty and the Beast,6.8
['Comedy'],['English'],Take the 10,5.0
['Western'],['English'],Man Without a Star,6.4
"['Drama', 'Fantasy', 'Horror']",[],Schalcken the Painter,5.3
['Horror'],['English'],The Black Torment,5.8
['Crime'],['English'],Crosstrap,0.0
"['Romance', 'History', 'Drama']",['한국어/조선말'],"Love, Lies",7.7
[],[],Happy Anniversary and Goodbye,5.0
"['Drama', 'Foreign', 'Romance']","['हिन्दी', 'اردو']",Mughal-e-Azam,7.7
"['Comedy', 'Horror']",['English'],Boo! A Madea Halloween,5.3
['Documentary'],['English'],Spring Broke,6.0
['Comedy'],['Français'],Coco,4.4
"['Animation', 'Comedy', 'Family']",['English'],The Boss Baby,6.1
"['Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']","['English', 'Deutsch', 'Español']",Justice League Dark,7.0
['Comedy'],['English'],"Liar, Liar, Vampire",7.2
"['Crime', 'Documentary']",['English'],Beware the Slenderman,6.0
['Drama'],['English'],Twist of Faith,6.5
['Science Fiction'],['Español'],The Similars,5.3
"['Drama', 'Comedy']",[],"Father, Son & Holy Cow",0.0
['Drama'],"['العربية', 'עִבְרִית']",In Between,7.4
['Romance'],['普通话'],The Stolen Years,6.4
['Drama'],[],"I Travel Because I Have to, I Come Back Because I Love You",6.3
['Drama'],['suomi'],One Man's War,5.2
['Drama'],['suomi'],Juha,5.0
['Thriller'],['suomi'],Stolen Death,5.0
['Drama'],['suomi'],When the Heavens Fell,5.0
['Romance'],['suomi'],Juurakon Hulda,0.0
"['Documentary', 'Music']",['English'],The Punk Rock Movie,5.5
"['Drama', 'Romance']",[],Lake Consequence,3.8
['Thriller'],['English'],Dangerous Company,4.0
"['Action', 'Adventure', 'Drama']","['English', 'Español']",Mercury Plains,5.1
"['Comedy', 'Horror', 'Fantasy']",['广州话 / 廣州話'],Out of the Dark,6.8
['Drama'],"['Nederlands', 'Deutsch']",Nena,6.5
"['Thriller', 'Mystery']",['ελληνικά'],The other me,8.0
['Comedy'],['ελληνικά'],The Island,7.3
['Comedy'],['ελληνικά'],The Island 2: The Hunt for the Lost Treasure,6.3
['Comedy'],['ελληνικά'],The Policeman of the 16th Precinct,4.1
['Documentary'],"['English', 'suomi']",Ukonvaaja,5.0
['Documentary'],[],Thank You for Your Service,0.0
['Documentary'],['हिन्दी'],Machines,0.0
['Comedy'],['English'],Les Patterson Saves the World,2.0
['Drama'],['Deutsch'],Diary of a Lover,5.0
['Horror'],['English'],The Howling: New Moon Rising,2.2
['Documentary'],['Português'],Curumim,0.0
"['Romance', 'Drama']","['Français', 'English', 'Italiano']",Call Me by Your Name,0.0
['Drama'],['English'],Wet Dreams,4.0
"['Action', 'Horror', 'Science Fiction']",['English'],Resident Evil: The Final Chapter,5.9
['Comedy'],[],SelfieParty,0.0
['Drama'],['English'],Nightjohn,7.0
['Animation'],[],Abou Ben Boogie,0.0
['Animation'],[],The Greatest Man in Siam,0.0
['Comedy'],[],Allez Oop,5.0
['Drama'],[],Escape from the 'Liberty' Cinema,5.2
[],[],Return Home,5.0
"['Crime', 'Drama']",[],True Love and Chaos,0.0
[],[],Prime Mover,4.0
[],[],I Remember You,5.2
"['Drama', 'Music']",['Español'],"Gilda, No Me Arrepiento de Este Amor",5.8
"['Animation', 'Comedy']",['Español'],Dibu: La Película,0.0
"['Comedy', 'Animation']",['Español'],Dibu 2: La venganza de Nasty,0.0
[],['Español'],Dibu 3,0.0
"['Comedy', 'Horror']",['English'],Night of Something Strange,6.1
"['Adventure', 'Comedy']","['English', 'Eesti']",American Summer,0.0
"['Crime', 'Action', 'Adventure']",[],The River Thief,9.3
"['Comedy', 'Crime', 'Drama', 'Thriller']","['English', 'Français', 'Magyar']",The Investigator,6.8
"['Drama', 'Science Fiction', 'Romance']",['English'],11 Minutes Ago,4.3
"['Action', 'Crime', 'Science Fiction', 'Thriller']",['English'],iBoy,6.0
['Comedy'],['Italiano'],L'ora legale,7.0
"['Drama', 'Family']",['English'],Finding Rin Tin Tin,3.0
"['Comedy', 'Drama']",[''],Die Beautiful,7.5
['Documentary'],[],Homo Sapiens,7.3
[],"['English', 'Türkçe']","Taşkafa, Stories of the Street",0.0
"['Drama', 'Comedy', 'Foreign']",['Español'],The Film Critic,5.0
"['Horror', 'Drama']",['English'],Love Me Deadly,4.9
"['Drama', 'Romance']",['English'],Two Lovers and a Bear,6.8
"['War', 'Drama', 'Romance']",[],The Captive,6.0
"['Documentary', 'Mystery']","['', 'Español']",Human,8.8
['Comedy'],['English'],Better Off Single,4.9
"['Comedy', 'Drama']",['English'],Catfight,6.1
[],[],Jump London,0.0
"['Drama', 'Fantasy', 'Romance']",['English'],A Ghost Story,6.8
"['Action', 'Science Fiction', 'Thriller']","['日本語', 'English']",Ghost in the Shell,5.9
['Thriller'],['English'],Private Property,7.5
"['Mystery', 'Drama', 'Crime']",['Français'],The Color of Lies,4.9
"['Mystery', 'Drama']",['English'],As You Are,7.3
"['Action', 'Drama']",['اردو'],Maalik,6.9
"['Adventure', 'Science Fiction', 'Thriller']",['English'],Lost in the Pacific,5.6
"['Drama', 'Documentary']",['English'],The Primary Instinct,7.0
"['Action', 'Comedy', 'Crime']",['English'],Pork Pie,6.0
"['Drama', 'Comedy']","['Français', '']",Journey To Greenland,5.9
['Comedy'],['English'],Bill Burr: Walk Your Way Out,6.8
"['Drama', 'Thriller']",['Français'],Nocturama,7.1
"['Animation', 'Family']",['English'],Stick Man,7.5
['Drama'],"['Français', 'Deutsch']",The Foster Boy,7.0
['Documentary'],['English'],Great Migrations,8.0
"['Drama', 'Romance']","['English', 'Français', 'Italiano']",Dalida,6.8
['Horror'],['English'],Abbey Grace,5.0
['Horror'],['English'],XX,5.0
"['Thriller', 'Horror']",['日本語'],Sadako vs. Kayako,5.5
"['Action', 'Drama', 'Comedy']",['Magyar'],Kills on Wheels,8.0
"['Drama', 'Romance']",['हिन्दी'],Ok Jaanu,6.0
"['Action', 'Drama', 'Thriller']","['English', 'Português', 'Pусский']",Open Road,5.2
"['Romance', 'Drama']","['English', 'Français']",August 32nd on Earth,5.9
['Documentary'],[],Ghostland: The View of the Ju'Hoansi,0.0
['Documentary'],['svenska'],Ten Meter Tower,7.0
"['Comedy', 'Drama', 'History']",['Pусский'],Say a Word for the Poor Hussar,5.8
['Drama'],"['Deutsch', 'English']",The Feast of the Goat,4.7
"['Comedy', 'Romance']","['Français', 'Deutsch', 'Italiano']","Ready, Steady, Charlie!",6.8
['Action'],"['English', 'Français']",Amsterdam Heavy,2.8
['Drama'],['Deutsch'],The Friend,6.0
['Comedy'],['English'],Devolved,1.5
"['Comedy', 'Drama']",['Deutsch'],Die Geschichte vom Brandner Kaspar,6.1
['Comedy'],['Deutsch'],Late Bloomers,6.7
"['Family', 'Adventure']",['Deutsch'],Rabbit Heart,0.0
"['Family', 'Comedy']",['Deutsch'],Rascals on the Road,7.1
"['Action', 'Animation', 'Fantasy']",['English'],Stan Lee Presents: Mosiac,5.0
